asset_id,ticker,name,country,exchange,sector,asset_class,currency
36,ANANDRATHI.NS,ANANDRATHI,IN,NSE,Financial Services,Equity,INR
37,ANANTRAJ.NS,ANANTRAJ,IN,NSE,Real Estate,Equity,INR
38,ANGELONE.NS,ANGELONE,IN,NSE,Financial Services,Equity,INR
39,APARINDS.NS,APARINDS,IN,NSE,Industrials,Equity,INR
40,APLAPOLLO.NS,APLAPOLLO,IN,NSE,Basic Materials,Equity,INR
41,APLLTD.NS,APLLTD,IN,NSE,Healthcare,Equity,INR
42,APOLLOHOSP.NS,APOLLOHOSP,IN,NSE,Healthcare,Equity,INR
43,APOLLOTYRE.NS,APOLLOTYRE,IN,NSE,Consumer Cyclical,Equity,INR
44,APTUS.NS,APTUS,IN,NSE,Financial Services,Equity,INR
45,ARE&M.NS,ARE&M,IN,NSE,Industrials,Equity,INR
46,ASAHIINDIA.NS,ASAHIINDIA,IN,NSE,Consumer Cyclical,Equity,INR
47,ASHOKLEY.NS,ASHOKLEY,IN,NSE,Industrials,Equity,INR
48,ASIANPAINT.NS,ASIANPAINT,IN,NSE,Basic Materials,Equity,INR
49,ASTERDM.NS,ASTERDM,IN,NSE,Healthcare,Equity,INR
50,ASTRAL.NS,ASTRAL,IN,NSE,Industrials,Equity,INR
51,ASTRAZEN.NS,ASTRAZEN,IN,NSE,Healthcare,Equity,INR
52,ATGL.NS,ATGL,IN,NSE,Utilities,Equity,INR
53,ATHERENERG.NS,ATHERENERG,IN,NSE,Consumer Cyclical,Equity,INR
54,ATUL.NS,ATUL,IN,NSE,Basic Materials,Equity,INR
55,AUBANK.NS,AUBANK,IN,NSE,Financial Services,Equity,INR
56,AUROPHARMA.NS,AUROPHARMA,IN,NSE,Healthcare,Equity,INR
57,AWL.NS,AWL,IN,NSE,Consumer Defensive,Equity,INR
58,AXISBANK.NS,AXISBANK,IN,NSE,Financial Services,Equity,INR
59,BAJAJ-AUTO.NS,BAJAJ-AUTO,IN,NSE,Consumer Cyclical,Equity,INR
60,BAJAJFINSV.NS,BAJAJFINSV,IN,NSE,Financial Services,Equity,INR
61,BAJAJHFL.NS,BAJAJHFL,IN,NSE,Financial Services,Equity,INR
62,BAJAJHLDNG.NS,BAJAJHLDNG,IN,NSE,Financial Services,Equity,INR
63,BAJFINANCE.NS,BAJFINANCE,IN,NSE,Financial Services,Equity,INR
64,BALKRISIND.NS,BALKRISIND,IN,NSE,Consumer Cyclical,Equity,INR
65,BALRAMCHIN.NS,BALRAMCHIN,IN,NSE,Consumer Defensive,Equity,INR
66,BANDHANBNK.NS,BANDHANBNK,IN,NSE,Financial Services,Equity,INR
67,BANKBARODA.NS,BANKBARODA,IN,NSE,Financial Services,Equity,INR
68,BANKINDIA.NS,BANKINDIA,IN,NSE,Financial Services,Equity,INR
69,BASF.NS,BASF,IN,NSE,Basic Materials,Equity,INR
70,BATAINDIA.NS,BATAINDIA,IN,NSE,Consumer Cyclical,Equity,INR
71,BAYERCROP.NS,BAYERCROP,IN,NSE,Basic Materials,Equity,INR
72,BBTC.NS,BBTC,IN,NSE,Consumer Defensive,Equity,INR
73,BDL.NS,BDL,IN,NSE,Industrials,Equity,INR
74,BEL.NS,BEL,IN,NSE,Industrials,Equity,INR
75,BEML.NS,BEML,IN,NSE,Industrials,Equity,INR
76,BERGEPAINT.NS,BERGEPAINT,IN,NSE,Basic Materials,Equity,INR
77,BHARATFORG.NS,BHARATFORG,IN,NSE,Consumer Cyclical,Equity,INR
78,BHARTIARTL.NS,BHARTIARTL,IN,NSE,Communication Services,Equity,INR
79,BHARTIHEXA.NS,BHARTIHEXA,IN,NSE,Communication Services,Equity,INR
80,BHEL.NS,BHEL,IN,NSE,Industrials,Equity,INR
81,BIKAJI.NS,BIKAJI,IN,NSE,Consumer Defensive,Equity,INR
82,BIOCON.NS,BIOCON,IN,NSE,Healthcare,Equity,INR
83,BLS.NS,BLS,IN,NSE,Industrials,Equity,INR
84,BLUEDART.NS,BLUEDART,IN,NSE,Industrials,Equity,INR
85,BLUEJET.NS,BLUEJET,IN,NSE,Healthcare,Equity,INR
86,BLUESTARCO.NS,BLUESTARCO,IN,NSE,Industrials,Equity,INR
87,BOSCHLTD.NS,BOSCHLTD,IN,NSE,Consumer Cyclical,Equity,INR
88,BPCL.NS,BPCL,IN,NSE,Energy,Equity,INR
89,BRIGADE.NS,BRIGADE,IN,NSE,Real Estate,Equity,INR
90,BRITANNIA.NS,BRITANNIA,IN,NSE,Consumer Defensive,Equity,INR
91,BSE.NS,BSE,IN,NSE,Financial Services,Equity,INR
92,BSOFT.NS,BSOFT,IN,NSE,Technology,Equity,INR
93,CAMPUS.NS,CAMPUS,IN,NSE,Consumer Cyclical,Equity,INR
94,CAMS.NS,CAMS,IN,NSE,Technology,Equity,INR
95,CANBK.NS,CANBK,IN,NSE,Financial Services,Equity,INR
96,CANFINHOME.NS,CANFINHOME,IN,NSE,Financial Services,Equity,INR
97,CAPLIPOINT.NS,CAPLIPOINT,IN,NSE,Healthcare,Equity,INR
98,CARBORUNIV.NS,CARBORUNIV,IN,NSE,Industrials,Equity,INR
99,CASTROLIND.NS,CASTROLIND,IN,NSE,Energy,Equity,INR
100,CCL.NS,CCL,IN,NSE,Consumer Defensive,Equity,INR
101,CDSL.NS,CDSL,IN,NSE,Financial Services,Equity,INR
102,CEATLTD.NS,CEATLTD,IN,NSE,Consumer Cyclical,Equity,INR
103,CENTRALBK.NS,CENTRALBK,IN,NSE,Financial Services,Equity,INR
104,CENTURYPLY.NS,CENTURYPLY,IN,NSE,Basic Materials,Equity,INR
105,CERA.NS,CERA,IN,NSE,Industrials,Equity,INR
106,CESC.NS,CESC,IN,NSE,Utilities,Equity,INR
107,CGCL.NS,CGCL,IN,NSE,Financial Services,Equity,INR
108,CGPOWER.NS,CGPOWER,IN,NSE,Industrials,Equity,INR
109,CHALET.NS,CHALET,IN,NSE,Consumer Cyclical,Equity,INR
110,CHAMBLFERT.NS,CHAMBLFERT,IN,NSE,Basic Materials,Equity,INR
111,CHENNPETRO.NS,CHENNPETRO,IN,NSE,Energy,Equity,INR
112,CHOICEIN.NS,CHOICEIN,IN,NSE,Financial Services,Equity,INR
113,CHOLAFIN.NS,CHOLAFIN,IN,NSE,Financial Services,Equity,INR
114,CHOLAHLDNG.NS,CHOLAHLDNG,IN,NSE,Financial Services,Equity,INR
115,CIPLA.NS,CIPLA,IN,NSE,Healthcare,Equity,INR
116,CLEAN.NS,CLEAN,IN,NSE,Basic Materials,Equity,INR
117,COALINDIA.NS,COALINDIA,IN,NSE,Energy,Equity,INR
118,COCHINSHIP.NS,COCHINSHIP,IN,NSE,Industrials,Equity,INR
119,COFORGE.NS,COFORGE,IN,NSE,Technology,Equity,INR
120,COHANCE.NS,COHANCE,IN,NSE,Healthcare,Equity,INR
121,COLPAL.NS,COLPAL,IN,NSE,Consumer Defensive,Equity,INR
122,CONCOR.NS,CONCOR,IN,NSE,Industrials,Equity,INR
123,CONCORDBIO.NS,CONCORDBIO,IN,NSE,Healthcare,Equity,INR
124,COROMANDEL.NS,COROMANDEL,IN,NSE,Basic Materials,Equity,INR
125,CRAFTSMAN.NS,CRAFTSMAN,IN,NSE,Consumer Cyclical,Equity,INR
126,CREDITACC.NS,CREDITACC,IN,NSE,Financial Services,Equity,INR
127,CRISIL.NS,CRISIL,IN,NSE,Financial Services,Equity,INR
128,CROMPTON.NS,CROMPTON,IN,NSE,Consumer Cyclical,Equity,INR
129,CUB.NS,CUB,IN,NSE,Financial Services,Equity,INR
130,CUMMINSIND.NS,CUMMINSIND,IN,NSE,Industrials,Equity,INR
131,CYIENT.NS,CYIENT,IN,NSE,Industrials,Equity,INR
132,DABUR.NS,DABUR,IN,NSE,Consumer Defensive,Equity,INR
133,DALBHARAT.NS,DALBHARAT,IN,NSE,Basic Materials,Equity,INR
134,DATAPATTNS.NS,DATAPATTNS,IN,NSE,Industrials,Equity,INR
135,DBREALTY.NS,DBREALTY,IN,NSE,Real Estate,Equity,INR
136,DCMSHRIRAM.NS,DCMSHRIRAM,IN,NSE,Industrials,Equity,INR
137,DEEPAKFERT.NS,DEEPAKFERT,IN,NSE,Basic Materials,Equity,INR
138,DEEPAKNTR.NS,DEEPAKNTR,IN,NSE,Basic Materials,Equity,INR
139,DELHIVERY.NS,DELHIVERY,IN,NSE,Industrials,Equity,INR
140,DEVYANI.NS,DEVYANI,IN,NSE,Consumer Cyclical,Equity,INR
141,DIVISLAB.NS,DIVISLAB,IN,NSE,Healthcare,Equity,INR
142,DIXON.NS,DIXON,IN,NSE,Technology,Equity,INR
143,DLF.NS,DLF,IN,NSE,Real Estate,Equity,INR
144,DMART.NS,DMART,IN,NSE,Consumer Defensive,Equity,INR
145,DOMS.NS,DOMS,IN,NSE,Industrials,Equity,INR
146,DRREDDY.NS,DRREDDY,IN,NSE,Healthcare,Equity,INR
147,ECLERX.NS,ECLERX,IN,NSE,Technology,Equity,INR
148,EICHERMOT.NS,EICHERMOT,IN,NSE,Consumer Cyclical,Equity,INR
149,EIDPARRY.NS,EIDPARRY,IN,NSE,Basic Materials,Equity,INR
150,EIHOTEL.NS,EIHOTEL,IN,NSE,Consumer Cyclical,Equity,INR
151,ELECON.NS,ELECON,IN,NSE,Industrials,Equity,INR
152,ELGIEQUIP.NS,ELGIEQUIP,IN,NSE,Industrials,Equity,INR
153,EMAMILTD.NS,EMAMILTD,IN,NSE,Consumer Defensive,Equity,INR
154,EMCURE.NS,EMCURE,IN,NSE,Healthcare,Equity,INR
155,ENDURANCE.NS,ENDURANCE,IN,NSE,Consumer Cyclical,Equity,INR
156,ENGINERSIN.NS,ENGINERSIN,IN,NSE,Industrials,Equity,INR
157,ENRIN.NS,ENRIN,IN,NSE,Utilities,Equity,INR
158,ERIS.NS,ERIS,IN,NSE,Healthcare,Equity,INR
159,ESCORTS.NS,ESCORTS,IN,NSE,Industrials,Equity,INR
160,ETERNAL.NS,ETERNAL,IN,NSE,Consumer Cyclical,Equity,INR
161,EXIDEIND.NS,EXIDEIND,IN,NSE,Consumer Cyclical,Equity,INR
162,FACT.NS,FACT,IN,NSE,Basic Materials,Equity,INR
163,FEDERALBNK.NS,FEDERALBNK,IN,NSE,Financial Services,Equity,INR
164,FINCABLES.NS,FINCABLES,IN,NSE,Industrials,Equity,INR
165,FINPIPE.NS,FINPIPE,IN,NSE,Industrials,Equity,INR
166,FIRSTCRY.NS,FIRSTCRY,IN,NSE,Consumer Cyclical,Equity,INR
167,FIVESTAR.NS,FIVESTAR,IN,NSE,Financial Services,Equity,INR
168,FLUOROCHEM.NS,FLUOROCHEM,IN,NSE,Basic Materials,Equity,INR
169,FORCEMOT.NS,FORCEMOT,IN,NSE,Consumer Cyclical,Equity,INR
170,FORTIS.NS,FORTIS,IN,NSE,Healthcare,Equity,INR
171,FSL.NS,FSL,IN,NSE,Technology,Equity,INR
172,GAIL.NS,GAIL,IN,NSE,Utilities,Equity,INR
173,GESHIP.NS,GESHIP,IN,NSE,Industrials,Equity,INR
174,GICRE.NS,GICRE,IN,NSE,Financial Services,Equity,INR
175,GILLETTE.NS,GILLETTE,IN,NSE,Consumer Defensive,Equity,INR
176,GLAND.NS,GLAND,IN,NSE,Healthcare,Equity,INR
177,GLAXO.NS,GLAXO,IN,NSE,Healthcare,Equity,INR
178,GLENMARK.NS,GLENMARK,IN,NSE,Healthcare,Equity,INR
179,GMDCLTD.NS,GMDCLTD,IN,NSE,Energy,Equity,INR
180,GMRAIRPORT.NS,GMRAIRPORT,IN,NSE,Industrials,Equity,INR
181,GODFRYPHLP.NS,GODFRYPHLP,IN,NSE,Consumer Defensive,Equity,INR
182,GODIGIT.NS,GODIGIT,IN,NSE,Financial Services,Equity,INR
183,GODREJAGRO.NS,GODREJAGRO,IN,NSE,Consumer Defensive,Equity,INR
184,GODREJCP.NS,GODREJCP,IN,NSE,Consumer Defensive,Equity,INR
185,GODREJIND.NS,GODREJIND,IN,NSE,Industrials,Equity,INR
186,GODREJPROP.NS,GODREJPROP,IN,NSE,Real Estate,Equity,INR
187,GPIL.NS,GPIL,IN,NSE,Basic Materials,Equity,INR
188,GRANULES.NS,GRANULES,IN,NSE,Healthcare,Equity,INR
189,GRAPHITE.NS,GRAPHITE,IN,NSE,Industrials,Equity,INR
190,GRASIM.NS,GRASIM,IN,NSE,Basic Materials,Equity,INR
191,GRAVITA.NS,GRAVITA,IN,NSE,Industrials,Equity,INR
192,GRSE.NS,GRSE,IN,NSE,Industrials,Equity,INR
193,GSPL.NS,GSPL,IN,NSE,Utilities,Equity,INR
194,GUJGASLTD.NS,GUJGASLTD,IN,NSE,Utilities,Equity,INR
195,GVT&D.NS,GVT&D,IN,NSE,Industrials,Equity,INR
196,HAL.NS,HAL,IN,NSE,Industrials,Equity,INR
197,HAPPSTMNDS.NS,HAPPSTMNDS,IN,NSE,Technology,Equity,INR
198,HAVELLS.NS,HAVELLS,IN,NSE,Industrials,Equity,INR
199,HBLENGINE.NS,HBLENGINE,IN,NSE,Industrials,Equity,INR
200,HCLTECH.NS,HCLTECH,IN,NSE,Technology,Equity,INR
201,HDFCAMC.NS,HDFCAMC,IN,NSE,Financial Services,Equity,INR
202,HDFCBANK.NS,HDFCBANK,IN,NSE,Financial Services,Equity,INR
203,HDFCLIFE.NS,HDFCLIFE,IN,NSE,Financial Services,Equity,INR
204,HEG.NS,HEG,IN,NSE,Industrials,Equity,INR
205,HEROMOTOCO.NS,HEROMOTOCO,IN,NSE,Consumer Cyclical,Equity,INR
206,HEXT.NS,HEXT,IN,NSE,Technology,Equity,INR
207,HFCL.NS,HFCL,IN,NSE,Technology,Equity,INR
208,HINDALCO.NS,HINDALCO,IN,NSE,Basic Materials,Equity,INR
209,HINDCOPPER.NS,HINDCOPPER,IN,NSE,Basic Materials,Equity,INR
210,HINDPETRO.NS,HINDPETRO,IN,NSE,Energy,Equity,INR
211,HINDUNILVR.NS,HINDUNILVR,IN,NSE,Consumer Defensive,Equity,INR
212,HINDZINC.NS,HINDZINC,IN,NSE,Basic Materials,Equity,INR
213,HOMEFIRST.NS,HOMEFIRST,IN,NSE,Financial Services,Equity,INR
214,HONASA.NS,HONASA,IN,NSE,Consumer Defensive,Equity,INR
215,HONAUT.NS,HONAUT,IN,NSE,Industrials,Equity,INR
216,HSCL.NS,HSCL,IN,NSE,Basic Materials,Equity,INR
217,HUDCO.NS,HUDCO,IN,NSE,Financial Services,Equity,INR
218,HYUNDAI.NS,HYUNDAI,IN,NSE,Consumer Cyclical,Equity,INR
219,ICICIBANK.NS,ICICIBANK,IN,NSE,Financial Services,Equity,INR
220,ICICIGI.NS,ICICIGI,IN,NSE,Financial Services,Equity,INR
221,ICICIPRULI.NS,ICICIPRULI,IN,NSE,Financial Services,Equity,INR
222,IDBI.NS,IDBI,IN,NSE,Financial Services,Equity,INR
223,IDEA.NS,IDEA,IN,NSE,Communication Services,Equity,INR
224,IDFCFIRSTB.NS,IDFCFIRSTB,IN,NSE,Financial Services,Equity,INR
225,IEX.NS,IEX,IN,NSE,Financial Services,Equity,INR
226,IFCI.NS,IFCI,IN,NSE,Financial Services,Equity,INR
227,IGIL.NS,IGIL,IN,NSE,Basic Materials,Equity,INR
228,IGL.NS,IGL,IN,NSE,Utilities,Equity,INR
229,IIFL.NS,IIFL,IN,NSE,Financial Services,Equity,INR
230,IKS.NS,IKS,IN,NSE,Healthcare,Equity,INR
231,INDGN.NS,INDGN,IN,NSE,Healthcare,Equity,INR
232,INDHOTEL.NS,INDHOTEL,IN,NSE,Consumer Cyclical,Equity,INR
233,INDIACEM.NS,INDIACEM,IN,NSE,Basic Materials,Equity,INR
234,INDIAMART.NS,INDIAMART,IN,NSE,Communication Services,Equity,INR
235,INDIANB.NS,INDIANB,IN,NSE,Financial Services,Equity,INR
236,INDIGO.NS,INDIGO,IN,NSE,Industrials,Equity,INR
237,INDUSINDBK.NS,INDUSINDBK,IN,NSE,Financial Services,Equity,INR
238,INDUSTOWER.NS,INDUSTOWER,IN,NSE,Communication Services,Equity,INR
239,INFY.NS,INFY,IN,NSE,Technology,Equity,INR
240,INOXINDIA.NS,INOXINDIA,IN,NSE,Industrials,Equity,INR
241,INOXWIND.NS,INOXWIND,IN,NSE,Industrials,Equity,INR
242,INTELLECT.NS,INTELLECT,IN,NSE,Technology,Equity,INR
243,IOB.NS,IOB,IN,NSE,Financial Services,Equity,INR
244,IOC.NS,IOC,IN,NSE,Energy,Equity,INR
245,IPCALAB.NS,IPCALAB,IN,NSE,Healthcare,Equity,INR
246,IRB.NS,IRB,IN,NSE,Industrials,Equity,INR
247,IRCON.NS,IRCON,IN,NSE,Industrials,Equity,INR
248,IRCTC.NS,IRCTC,IN,NSE,Consumer Cyclical,Equity,INR
249,IREDA.NS,IREDA,IN,NSE,Financial Services,Equity,INR
250,IRFC.NS,IRFC,IN,NSE,Financial Services,Equity,INR
251,ITC.NS,ITC,IN,NSE,Consumer Defensive,Equity,INR
252,ITCHOTELS.NS,ITCHOTELS,IN,NSE,Consumer Cyclical,Equity,INR
253,ITI.NS,ITI,IN,NSE,Technology,Equity,INR
254,J&KBANK.NS,J&KBANK,IN,NSE,Financial Services,Equity,INR
255,JBCHEPHARM.NS,JBCHEPHARM,IN,NSE,Healthcare,Equity,INR
256,JBMA.NS,JBMA,IN,NSE,Consumer Cyclical,Equity,INR
257,JINDALSAW.NS,JINDALSAW,IN,NSE,Basic Materials,Equity,INR
258,JINDALSTEL.NS,JINDALSTEL,IN,NSE,Basic Materials,Equity,INR
259,JIOFIN.NS,JIOFIN,IN,NSE,Financial Services,Equity,INR
260,JKCEMENT.NS,JKCEMENT,IN,NSE,Basic Materials,Equity,INR
261,JKTYRE.NS,JKTYRE,IN,NSE,Consumer Cyclical,Equity,INR
262,JMFINANCIL.NS,JMFINANCIL,IN,NSE,Financial Services,Equity,INR
263,JPPOWER.NS,JPPOWER,IN,NSE,Utilities,Equity,INR
264,JSL.NS,JSL,IN,NSE,Basic Materials,Equity,INR
265,JSWCEMENT.NS,JSWCEMENT,IN,NSE,Basic Materials,Equity,INR
266,JSWENERGY.NS,JSWENERGY,IN,NSE,Utilities,Equity,INR
267,JSWINFRA.NS,JSWINFRA,IN,NSE,Industrials,Equity,INR
268,JSWSTEEL.NS,JSWSTEEL,IN,NSE,Basic Materials,Equity,INR
269,JUBLFOOD.NS,JUBLFOOD,IN,NSE,Consumer Cyclical,Equity,INR
270,JUBLINGREA.NS,JUBLINGREA,IN,NSE,Basic Materials,Equity,INR
271,JUBLPHARMA.NS,JUBLPHARMA,IN,NSE,Healthcare,Equity,INR
272,JWL.NS,JWL,IN,NSE,Industrials,Equity,INR
273,JYOTHYLAB.NS,JYOTHYLAB,IN,NSE,Consumer Defensive,Equity,INR
274,JYOTICNC.NS,JYOTICNC,IN,NSE,Industrials,Equity,INR
275,KAJARIACER.NS,KAJARIACER,IN,NSE,Industrials,Equity,INR
276,KALYANKJIL.NS,KALYANKJIL,IN,NSE,Consumer Cyclical,Equity,INR
277,KARURVYSYA.NS,KARURVYSYA,IN,NSE,Financial Services,Equity,INR
278,KAYNES.NS,KAYNES,IN,NSE,Technology,Equity,INR
279,KEC.NS,KEC,IN,NSE,Industrials,Equity,INR
280,KEI.NS,KEI,IN,NSE,Industrials,Equity,INR
281,KFINTECH.NS,KFINTECH,IN,NSE,Technology,Equity,INR
282,KIMS.NS,KIMS,IN,NSE,Healthcare,Equity,INR
283,KIRLOSBROS.NS,KIRLOSBROS,IN,NSE,Industrials,Equity,INR
284,KIRLOSENG.NS,KIRLOSENG,IN,NSE,Industrials,Equity,INR
285,KOTAKBANK.NS,KOTAKBANK,IN,NSE,Financial Services,Equity,INR
286,KPIL.NS,KPIL,IN,NSE,Industrials,Equity,INR
287,KPITTECH.NS,KPITTECH,IN,NSE,Technology,Equity,INR
288,KPRMILL.NS,KPRMILL,IN,NSE,Consumer Cyclical,Equity,INR
289,KSB.NS,KSB,IN,NSE,Industrials,Equity,INR
290,LALPATHLAB.NS,LALPATHLAB,IN,NSE,Healthcare,Equity,INR
291,LATENTVIEW.NS,LATENTVIEW,IN,NSE,Industrials,Equity,INR
292,LAURUSLABS.NS,LAURUSLABS,IN,NSE,Healthcare,Equity,INR
293,LEMONTREE.NS,LEMONTREE,IN,NSE,Consumer Cyclical,Equity,INR
294,LICHSGFIN.NS,LICHSGFIN,IN,NSE,Financial Services,Equity,INR
295,LICI.NS,LICI,IN,NSE,Financial Services,Equity,INR
296,LINDEINDIA.NS,LINDEINDIA,IN,NSE,Basic Materials,Equity,INR
297,LLOYDSME.NS,LLOYDSME,IN,NSE,Basic Materials,Equity,INR
298,LODHA.NS,LODHA,IN,NSE,Real Estate,Equity,INR
299,LT.NS,LT,IN,NSE,Industrials,Equity,INR
300,LTF.NS,LTF,IN,NSE,Financial Services,Equity,INR
301,LTFOODS.NS,LTFOODS,IN,NSE,Consumer Defensive,Equity,INR
302,LTIM.NS,LTIM,IN,NSE,Technology,Equity,INR
303,LTTS.NS,LTTS,IN,NSE,Technology,Equity,INR
304,LUPIN.NS,LUPIN,IN,NSE,Healthcare,Equity,INR
305,M&M.NS,M&M,IN,NSE,Consumer Cyclical,Equity,INR
306,M&MFIN.NS,M&MFIN,IN,NSE,Financial Services,Equity,INR
307,MAHABANK.NS,MAHABANK,IN,NSE,Financial Services,Equity,INR
308,MAHSCOOTER.NS,MAHSCOOTER,IN,NSE,Financial Services,Equity,INR
309,MAHSEAMLES.NS,MAHSEAMLES,IN,NSE,Basic Materials,Equity,INR
310,MANAPPURAM.NS,MANAPPURAM,IN,NSE,Financial Services,Equity,INR
311,MANKIND.NS,MANKIND,IN,NSE,Healthcare,Equity,INR
312,MANYAVAR.NS,MANYAVAR,IN,NSE,Consumer Cyclical,Equity,INR
313,MAPMYINDIA.NS,MAPMYINDIA,IN,NSE,Technology,Equity,INR
314,MARICO.NS,MARICO,IN,NSE,Consumer Defensive,Equity,INR
315,MARUTI.NS,MARUTI,IN,NSE,Consumer Cyclical,Equity,INR
316,MAXHEALTH.NS,MAXHEALTH,IN,NSE,Healthcare,Equity,INR
317,MAZDOCK.NS,MAZDOCK,IN,NSE,Industrials,Equity,INR
318,MCX.NS,MCX,IN,NSE,Financial Services,Equity,INR
319,MEDANTA.NS,MEDANTA,IN,NSE,Healthcare,Equity,INR
320,METROPOLIS.NS,METROPOLIS,IN,NSE,Healthcare,Equity,INR
321,MFSL.NS,MFSL,IN,NSE,Financial Services,Equity,INR
322,MGL.NS,MGL,IN,NSE,Utilities,Equity,INR
323,MINDACORP.NS,MINDACORP,IN,NSE,Consumer Cyclical,Equity,INR
324,MMTC.NS,MMTC,IN,NSE,Industrials,Equity,INR
325,MOTHERSON.NS,MOTHERSON,IN,NSE,Consumer Cyclical,Equity,INR
326,MOTILALOFS.NS,MOTILALOFS,IN,NSE,Financial Services,Equity,INR
327,MPHASIS.NS,MPHASIS,IN,NSE,Technology,Equity,INR
328,MRF.NS,MRF,IN,NSE,Consumer Cyclical,Equity,INR
329,MRPL.NS,MRPL,IN,NSE,Energy,Equity,INR
330,MSUMI.NS,MSUMI,IN,NSE,Consumer Cyclical,Equity,INR
331,MUTHOOTFIN.NS,MUTHOOTFIN,IN,NSE,Financial Services,Equity,INR
332,NAM-INDIA.NS,NAM-INDIA,IN,NSE,Financial Services,Equity,INR
333,NATCOPHARM.NS,NATCOPHARM,IN,NSE,Healthcare,Equity,INR
334,NATIONALUM.NS,NATIONALUM,IN,NSE,Basic Materials,Equity,INR
335,NAUKRI.NS,NAUKRI,IN,NSE,Communication Services,Equity,INR
336,NAVA.NS,NAVA,IN,NSE,Industrials,Equity,INR
337,NAVINFLUOR.NS,NAVINFLUOR,IN,NSE,Basic Materials,Equity,INR
338,NBCC.NS,NBCC,IN,NSE,Industrials,Equity,INR
339,NCC.NS,NCC,IN,NSE,Industrials,Equity,INR
340,NESTLEIND.NS,NESTLEIND,IN,NSE,Consumer Defensive,Equity,INR
341,NETWEB.NS,NETWEB,IN,NSE,Technology,Equity,INR
342,NEULANDLAB.NS,NEULANDLAB,IN,NSE,Healthcare,Equity,INR
343,NEWGEN.NS,NEWGEN,IN,NSE,Technology,Equity,INR
344,NH.NS,NH,IN,NSE,Healthcare,Equity,INR
345,NHPC.NS,NHPC,IN,NSE,Utilities,Equity,INR
346,NIACL.NS,NIACL,IN,NSE,Financial Services,Equity,INR
347,NIVABUPA.NS,NIVABUPA,IN,NSE,Financial Services,Equity,INR
348,NLCINDIA.NS,NLCINDIA,IN,NSE,Utilities,Equity,INR
349,NMDC.NS,NMDC,IN,NSE,Basic Materials,Equity,INR
350,NSLNISP.NS,NSLNISP,IN,NSE,Basic Materials,Equity,INR
351,NTPC.NS,NTPC,IN,NSE,Utilities,Equity,INR
352,NTPCGREEN.NS,NTPCGREEN,IN,NSE,Utilities,Equity,INR
353,NUVAMA.NS,NUVAMA,IN,NSE,Financial Services,Equity,INR
